Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	root_freqs[1]	root_freqs[2]	tree_length
0	-264.253	-354.4782	90.22518	1.632639	3.948368	0.4522	0.5478	0.3387435
6	-271.4546	-361.3515	89.89685	1.559163	5.453279	0.352174	0.647826	0.6118876
12	-277.4871	-366.0911	88.60398	1.534886	12.09191	0.400112	0.599888	0.7942656
18	-260.2699	-351.4288	91.15886	1.510948	2.194799	0.51352	0.48648	0.4832963
24	-270.0909	-359.3806	89.28971	1.483761	8.767552	0.466512	0.533488	0.5010158
30	-277.5002	-368.5121	91.0119	1.32466	2.847029	0.372052	0.627948	0.4208247
36	-261.3965	-351.7254	90.32897	1.621631	3.865907	0.333681	0.666319	0.5351785
42	-260.2871	-350.7915	90.50441	1.714025	3.13576	0.186633	0.813367	0.4354065
48	-266.0589	-356.2752	90.2163	1.468328	4.600986	0.612506	0.387494	0.3845669
54	-259.3045	-348.9335	89.62899	1.824198	4.915005	0.631209	0.368791	0.2614293
60	-263.9603	-354.0781	90.11774	1.131227	5.417617	0.52219	0.47781	0.9286982
66	-269.3707	-359.3464	89.9757	1.431121	5.717965	0.55449	0.44551	0.4607154
72	-261.1057	-351.6157	90.51002	1.132774	4.466307	0.55449	0.44551	0.7787195
78	-261.7635	-351.7721	90.00857	1.156587	6.716387	0.467555	0.532445	0.5763412
84	-266.901	-357.1229	90.22197	1.116901	5.74861	0.582383	0.417617	0.7000025
90	-263.4218	-353.5036	90.08171	1.377968	5.465464	0.592667	0.407333	0.4183346
96	-266.3529	-357.7931	91.44021	1.41471	1.7444	0.326024	0.673976	0.7333485
102	-266.2022	-356.4409	90.23868	0.9393974	6.242835	0.781619	0.218381	0.7652862
108	-255.8096	-345.6126	89.80308	1.110181	7.449214	0.659577	0.340423	0.7700928
114	-252.7676	-343.817	91.04935	0.7696269	2.771774	0.558155	0.441845	1.23462
120	-255.6666	-345.589	89.9224	1.043752	4.799822	0.498662	0.501338	1.337799
126	-253.1084	-342.6731	89.56473	0.7728564	6.427573	0.439047	0.560953	1.501059
132	-252.0397	-342.6253	90.58558	0.8817029	4.19467	0.65847	0.34153	1.066659
138	-260.4569	-351.4622	91.00528	1.022853	3.327017	0.318028	0.681972	0.7904182
144	-264.1072	-355.5007	91.39342	1.300257	2.150393	0.414166	0.585834	0.5239459
150	-263.7747	-353.6982	89.92353	1.602401	5.267571	0.663117	0.336883	0.5239459
156	-264.2235	-355.2612	91.03771	1.400601	2.626659	0.616419	0.383581	0.4233203
162	-264.6274	-354.4056	89.77815	1.333679	6.950873	0.593807	0.406193	0.4233203
168	-266.8961	-356.5162	89.62007	1.161946	8.584587	0.593807	0.406193	0.6175018
174	-261.8548	-351.9804	90.12553	1.585742	4.581646	0.607694	0.392306	0.5771147
180	-260.3871	-350.5187	90.1316	1.415248	4.688841	0.4005	0.5995	0.8173328
186	-260.4587	-351.3948	90.93606	1.417483	2.780124	0.516988	0.483012	0.6253364
192	-266.0445	-356.1822	90.13769	1.383108	5.150601	0.516988	0.483012	0.6507175
198	-281.4806	-370.6649	89.18435	1.258595	10.61787	0.709885	0.290115	0.6339429
204	-269.1769	-359.6891	90.51224	0.938406	3.161618	0.378446	0.621554	1.396874
210	-266.0415	-357.128	91.08651	0.7223349	3.085776	0.454755	0.545245	1.125252
216	-260.8693	-351.6319	90.76256	1.212615	3.801252	0.483753	0.516247	0.5126573
222	-257.6678	-348.6046	90.93683	0.7929405	3.456272	0.445573	0.554427	1.062748
228	-261.8472	-352.6803	90.83316	1.253483	3.491337	0.522941	0.477059	0.5267769
234	-267.0115	-358.0823	91.0708	1.0202	3.168957	0.356576	0.643424	0.7906091
240	-266.5222	-357.1184	90.59621	0.9000987	3.072354	0.292803	0.707197	1.389942
246	-263.2095	-353.0342	89.82467	1.164723	5.000818	0.530625	0.469375	1.272498
252	-272.2393	-362.8228	90.5835	0.8775562	5.000818	0.724682	0.275318	0.8121302
258	-271.6961	-362.7322	91.03611	0.7770269	2.274354	0.3017	0.6983	1.434071
264	-258.5228	-348.1412	89.6184	0.8727201	5.204738	0.493566	0.506434	1.611644
270	-259.6804	-350.0901	90.40966	1.200266	4.838212	0.533321	0.466679	0.6476381
276	-259.1871	-349.872	90.68487	1.022693	4.312273	0.38148	0.61852	0.7547125
282	-263.2903	-353.0547	89.76447	0.9781815	5.263482	0.546169	0.453831	1.411727
288	-261.8581	-352.2091	90.35097	1.217519	4.756389	0.404962	0.595038	0.7606425
294	-267.6421	-358.8921	91.25002	0.8755332	2.374472	0.222997	0.777003	1.13472
300	-267.7347	-358.1996	90.46494	0.8869615	4.323193	0.385041	0.614959	1.13472
306	-267.2693	-358.9801	91.71081	1.166247	1.618652	0.264203	0.735797	0.8209799
312	-259.3718	-350.3897	91.01788	1.072331	3.188124	0.352021	0.647979	0.7809977
318	-263.378	-354.2969	90.91889	1.074116	3.188124	0.647156	0.352844	0.9011523
324	-267.0473	-358.3028	91.25553	0.7727987	3.305931	0.318223	0.681777	0.8012621
330	-265.4885	-355.7687	90.28026	1.160848	4.152679	0.510951	0.489049	1.103593
336	-265.6728	-355.6646	89.99175	1.220757	6.116826	0.312827	0.687173	0.7583723
342	-269.3415	-359.8226	90.48116	1.292376	4.412632	0.279772	0.720228	0.4888141
348	-273.6655	-363.8874	90.22197	1.025002	5.183421	0.447	0.553	0.9959698
354	-267.5205	-357.9076	90.38711	1.068863	5.183421	0.431642	0.568358	0.7489442
360	-270.4228	-360.3136	89.89074	1.191534	6.472701	0.682827	0.317173	0.8232555
366	-270.6006	-360.3752	89.77463	1.454446	6.472701	0.44589	0.55411	0.5233761
372	-269.7104	-358.4	88.68953	1.305803	11.32845	0.622628	0.377372	1.065663
378	-269.4819	-359.3057	89.82377	1.682144	5.25339	0.577063	0.422937	0.6201511
384	-279.2056	-370.4308	91.22521	1.385462	2.221201	0.670817	0.329183	0.6661317
390	-273.1765	-363.3422	90.16574	1.707228	4.102342	0.169075	0.830925	0.507902
396	-271.5569	-361.9502	90.39323	1.067481	4.110224	0.169075	0.830925	1.09839
402	-266.5244	-356.9611	90.43672	1.023991	4.110224	0.425418	0.574582	1.09839
408	-273.2107	-361.9978	88.78709	1.325698	9.812265	0.359201	0.640799	1.166124
414	-270.5656	-361.2722	90.70661	0.9217607	4.292477	0.535053	0.464947	0.8665322
420	-254.2162	-343.6106	89.39441	1.207045	9.747862	0.655825	0.344175	0.5619246
426	-259.9104	-348.5137	88.60325	1.769071	9.399054	0.324957	0.675043	0.2079374
432	-255.8006	-344.801	89.0004	1.600214	9.399054	0.658914	0.341086	0.3407649
438	-260.6093	-350.4951	89.88576	1.684876	4.876145	0.445667	0.554333	0.3407649
444	-261.8247	-351.5828	89.75809	1.738808	5.139368	0.61083	0.38917	0.3407649
450	-266.5869	-356.9694	90.38252	1.641578	3.036047	0.545872	0.454128	0.2264891
456	-264.5806	-354.1205	89.53989	1.531851	6.764384	0.434837	0.565163	0.3137669
462	-254.4098	-344.809	90.39916	1.081777	5.377049	0.582359	0.417641	0.5977539
468	-258.2435	-348.6475	90.40396	0.94613	5.377049	0.594505	0.405495	0.8231656
474	-256.0541	-347.3018	91.24771	0.9622505	2.907991	0.40214	0.59786	0.7779649
480	-256.1775	-346.1278	89.95029	0.8860812	6.534545	0.309316	0.690684	1.070572
486	-263.5869	-353.1166	89.52979	1.573279	6.962226	0.459426	0.540574	0.6052111
492	-259.6478	-348.6367	88.98887	1.852028	8.206201	0.588066	0.411934	0.3805206
498	-258.9393	-347.8148	88.87549	1.683776	8.206201	0.604527	0.395473	0.2001839
504	-256.5752	-346.4999	89.92468	1.726709	4.45178	0.400607	0.599393	0.3004139
510	-263.2194	-351.634	88.4146	1.723479	11.72693	0.557455	0.442545	0.25881
516	-272.3823	-360.5399	88.15768	2.04693	11.133	0.624209	0.375791	0.2499591
522	-257.5484	-347.2151	89.66668	1.599994	5.957631	0.541777	0.458223	0.3218353
528	-260.1103	-349.7098	89.59954	1.511307	7.016657	0.525256	0.474744	0.5070969
534	-270.538	-361.5714	91.03335	0.6816435	3.286831	0.564603	0.435397	1.136415
540	-264.398	-354.8638	90.46585	1.154319	4.786588	0.564603	0.435397	0.6576935
546	-266.1387	-356.5168	90.37811	1.111688	5.10254	0.704805	0.295195	0.7309545
552	-269.3159	-359.5186	90.20271	1.183813	5.703092	0.473127	0.526873	0.6260965
558	-267.8186	-358.6833	90.86471	1.230562	3.400424	0.370777	0.629223	0.6260965
564	-262.5891	-353.2238	90.63469	0.8917711	3.610361	0.273478	0.726522	1.193895
570	-263.3777	-354.9822	91.60448	0.7832953	1.736721	0.273478	0.726522	1.226639
576	-269.851	-360.3393	90.48831	0.8297117	4.099987	0.417941	0.582059	1.226639
582	-265.6599	-356.7803	91.12042	1.244363	2.733893	0.451073	0.548927	0.6481191
588	-270.1985	-360.4588	90.26026	1.396752	4.66942	0.305017	0.694983	0.3733168
594	-263.9174	-353.4433	89.52592	1.68668	6.082498	0.431535	0.568465	0.301939
600	-264.9521	-354.2275	89.27538	1.912084	6.188585	0.541673	0.458327	0.301939
606	-267.0537	-356.7221	89.6684	1.845331	4.923828	0.599922	0.400078	0.301939
612	-259.1874	-348.6376	89.45016	1.931727	5.297661	0.34639	0.65361	0.2817511
618	-255.3412	-345.3754	90.03417	1.931727	3.422584	0.375155	0.624845	0.2747846
624	-263.8132	-353.3971	89.58393	1.741548	5.240507	0.506606	0.493394	0.2423843
630	-263.8456	-354.2955	90.44992	1.804327	3.053449	0.391993	0.608007	0.4414594
636	-263.1591	-352.651	89.49196	1.775501	5.977573	0.391993	0.608007	0.3270338
642	-262.0473	-352.3372	90.28997	1.608016	4.01672	0.560906	0.439094	0.4588205
648	-262.2131	-351.6065	89.39345	1.432848	8.429689	0.483555	0.516445	0.5642199
654	-254.35	-344.3762	90.0262	1.612202	4.826835	0.499484	0.500516	0.4283582
660	-271.4389	-361.4791	90.04022	1.003648	6.263499	0.493871	0.506129	0.9244652
666	-269.3693	-359.4396	90.07038	1.119691	4.24403	0.528745	0.471255	1.293858
672	-267.9594	-357.8623	89.90285	0.7300978	5.318834	0.511114	0.488886	1.484199
678	-268.264	-358.9962	90.73217	1.385325	2.976477	0.363473	0.636527	0.8589043
684	-263.7466	-353.9708	90.2242	0.9799332	5.361649	0.363473	0.636527	0.9909243
690	-259.3348	-349.7479	90.41308	1.113936	4.327786	0.349984	0.650016	0.9658995
696	-260.5551	-350.8811	90.32601	0.8533865	3.637735	0.505873	0.494127	1.464625
702	-257.6851	-346.7853	89.10017	1.009133	12.55284	0.640218	0.359782	0.7497768
708	-263.2082	-353.4938	90.2856	1.418837	4.531622	0.57133	0.42867	0.6391632
714	-259.9969	-349.4137	89.41686	1.557826	7.633795	0.656093	0.343907	0.574165
720	-266.1941	-355.5085	89.3144	1.629761	7.122345	0.428386	0.571614	0.8190084
726	-270.8338	-360.5196	89.68585	1.25831	7.122345	0.651708	0.348292	0.8190084
732	-267.2568	-357.2188	89.96204	1.25831	5.805318	0.482883	0.517117	0.848245
738	-266.9743	-357.4279	90.45358	1.64432	3.27036	0.482883	0.517117	0.3300966
744	-257.0576	-347.5954	90.53781	1.625066	3.106456	0.465863	0.534137	0.3287983
750	-258.0783	-348.1203	90.04208	1.585094	4.76677	0.397225	0.602775	0.655098
756	-260.1801	-350.7444	90.56436	0.9780792	4.84456	0.493077	0.506923	0.7613532
762	-260.3618	-351.2071	90.84529	1.138959	3.514754	0.420639	0.579361	0.7506963
768	-258.4804	-349.1455	90.66512	1.265189	3.525191	0.443841	0.556159	0.8196613
774	-258.2193	-348.2175	89.99824	0.9619991	3.525191	0.198824	0.801176	1.656471
780	-267.3608	-357.3665	90.00561	0.8824054	6.095528	0.659876	0.340124	1.116572
786	-262.2368	-353.0992	90.86231	0.7604439	3.084077	0.500672	0.499328	1.285046
792	-261.04	-351.5055	90.46546	0.8284121	4.4955	0.329766	0.670234	1.138693
798	-265.0042	-354.6106	89.60638	0.9297278	6.064263	0.645053	0.354947	1.414521
804	-255.2654	-345.5765	90.31113	0.8032648	4.979425	0.450007	0.549993	1.171768
810	-258.4814	-349.6796	91.19817	0.8490305	2.560718	0.40945	0.59055	1.12197
816	-265.0054	-356.6649	91.65949	1.109379	1.584397	0.415985	0.584015	0.9708791
822	-260.2959	-350.639	90.34314	0.9890527	4.486602	0.415985	0.584015	1.106599
828	-262.4538	-352.9344	90.4806	0.9154769	2.960771	0.415985	0.584015	1.502642
834	-257.9193	-348.2321	90.31281	0.6948758	3.842335	0.386592	0.613408	1.538804
840	-257.0408	-347.1472	90.10637	0.9005958	5.604752	0.554998	0.445002	1.118419
846	-256.0175	-347.0993	91.08182	1.185874	2.706756	0.447229	0.552771	0.8213057
852	-264.3484	-355.3108	90.96236	1.405046	2.706756	0.409951	0.590049	0.6685927
858	-255.9137	-345.5729	89.65926	1.044432	8.020991	0.492944	0.507056	0.8930756
864	-263.7752	-353.5887	89.81356	1.072268	8.020991	0.698841	0.301159	0.6175648
870	-267.8238	-358.0802	90.25634	1.251005	4.495528	0.50895	0.49105	0.931569
876	-265.3376	-355.6997	90.36206	1.213247	4.495528	0.333367	0.666633	0.8542829
882	-260.6042	-350.7694	90.16522	1.139162	5.097073	0.352217	0.647783	0.9614801
888	-261.4661	-353.4644	91.99832	1.139782	1.234147	0.225403	0.774597	0.862406
894	-259.3674	-349.9619	90.5945	0.7170903	4.30291	0.282271	0.717729	1.175919
900	-258.6948	-349.6624	90.96758	1.084648	3.582026	0.348762	0.651238	0.5327569
906	-260.7924	-352.1811	91.38868	1.404467	1.939865	0.320152	0.679848	0.6152156
912	-261.5565	-352.9232	91.36668	0.9723699	1.921269	0.329263	0.670737	1.168719
918	-259.857	-350.7755	90.91846	1.064787	2.992524	0.329263	0.670737	0.9973116
924	-258.6151	-349.4391	90.82396	0.8631138	4.1674	0.297242	0.702758	0.8442965
