Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	root_freqs[1]	root_freqs[2]	tree_length
0	-255.3411	-345.7088	90.36777	1.079596	4.606067	0.260624	0.739376	0.9596748
6	-261.0758	-352.1013	91.02547	1.070636	2.740358	0.52687	0.47313	0.99563
12	-261.1395	-353.157	92.01742	0.9881388	0.9065149	0.304339	0.695661	1.284184
18	-269.7953	-358.9717	89.17638	1.158504	10.5098	0.253813	0.746187	0.8320907
24	-271.6706	-361.9994	90.32879	1.127228	4.812158	0.348491	0.651509	0.883811
30	-274.1774	-364.8837	90.70631	0.77419	4.530282	0.623846	0.376154	0.9489142
36	-260.8671	-350.1858	89.31873	1.238666	9.442697	0.640346	0.359654	0.759489
42	-268.0942	-358.4691	90.37486	1.335054	3.937976	0.461089	0.538911	0.9068016
48	-265.833	-356.1004	90.26732	1.133549	4.860044	0.699525	0.300475	0.9299016
54	-276.4176	-367.1805	90.76292	1.367969	2.89955	0.386833	0.613167	0.8822189
60	-273.1161	-364.26	91.14386	1.400848	1.871839	0.386833	0.613167	1.006083
66	-271.3405	-361.7935	90.45301	0.4926949	3.199621	0.563251	0.436749	1.756056
72	-264.5931	-354.644	90.05096	1.032238	5.798584	0.564312	0.435688	0.9998952
78	-260.6762	-350.7405	90.06433	1.000648	6.825413	0.662038	0.337962	0.7384655
84	-268.5639	-358.6161	90.0522	0.9358737	6.476996	0.363457	0.636543	0.931798
90	-268.1139	-358.8638	90.74992	0.9981924	3.423273	0.386803	0.613197	1.057271
96	-268.976	-359.2077	90.23176	0.8024516	6.846156	0.695408	0.304592	0.7770989
102	-266.1174	-356.4349	90.31749	0.6540706	4.41501	0.594234	0.405766	1.42408
108	-266.3878	-356.7501	90.36232	0.9128438	3.704116	0.455548	0.544452	1.372149
114	-262.4683	-352.3249	89.85657	0.7338106	8.33805	0.662693	0.337307	0.9522363
120	-263.5328	-353.06	89.5272	0.900965	8.211174	0.748615	0.251385	1.131146
126	-262.6462	-353.4357	90.78953	1.622612	2.536937	0.460473	0.539527	0.3236148
132	-268.3413	-358.6241	90.28278	1.067583	4.600108	0.590847	0.409153	1.057698
138	-267.4507	-358.1087	90.65801	1.42012	2.935182	0.534102	0.465898	0.9239862
144	-267.8985	-358.8486	90.95012	1.476301	2.679572	0.477184	0.522816	0.4902671
150	-270.4483	-358.8185	88.37015	2.143171	8.797536	0.423244	0.576756	0.2224208
156	-271.1923	-361.2079	90.01558	1.710959	4.54878	0.686137	0.313863	0.5540869
162	-271.5499	-361.6121	90.06223	1.44382	5.278582	0.416634	0.583366	0.4109602
168	-271.8996	-361.8936	89.99395	1.909765	3.831487	0.303342	0.696658	0.3448391
174	-271.4212	-361.3375	89.91635	1.943326	3.959485	0.387504	0.612496	0.3448391
180	-271.4982	-362.5268	91.02862	1.169039	2.997565	0.436499	0.563501	0.739465
186	-276.6101	-367.8005	91.19031	1.64285	1.900747	0.41228	0.58772	0.5603312
192	-270.2152	-360.8498	90.63466	1.420525	3.545587	0.478727	0.521273	0.5835233
198	-261.7369	-352.1562	90.41934	1.358343	4.372781	0.505462	0.494538	0.5681934
204	-263.797	-353.7077	89.9107	1.395041	6.110132	0.462174	0.537826	0.5681934
210	-266.3772	-358.025	91.64777	1.455092	1.475628	0.264736	0.735264	0.6146313
216	-264.8907	-355.8765	90.98585	1.388598	2.761706	0.213218	0.786782	0.5898047
222	-266.1184	-355.6211	89.50274	1.511766	7.424868	0.505594	0.494406	0.4266181
228	-260.5014	-349.8427	89.34133	1.702661	7.242705	0.498011	0.501989	0.4072522
234	-262.8385	-352.4572	89.61872	1.543213	6.379649	0.456578	0.543422	0.3172507
240	-265.0078	-354.7435	89.73574	1.173226	7.96878	0.66346	0.33654	0.5768768
246	-259.9094	-349.9422	90.03273	1.239793	5.569985	0.451014	0.548986	0.8569318
252	-259.4284	-349.4669	90.0385	1.40855	5.484236	0.418665	0.581335	0.6143236
258	-265.1201	-354.2704	89.15039	1.492599	8.501355	0.614538	0.385462	0.8603002
264	-262.6543	-352.5094	89.85503	1.563056	5.534224	0.435164	0.564836	0.3733953
270	-273.5035	-363.7445	90.24102	1.451784	4.674166	0.61764	0.38236	0.5290226
276	-274.5596	-365.727	91.16743	1.467943	2.156576	0.498439	0.501561	0.6864761
282	-273.6152	-363.3819	89.7667	0.8909234	6.246262	0.617599	0.382401	1.283762
288	-274.0432	-364.2776	90.23437	1.321499	5.107194	0.646721	0.353279	0.5910706
294	-272.2065	-362.1973	89.99075	1.275704	6.005273	0.463744	0.536256	0.7159947
300	-272.579	-363.4942	90.91521	1.350442	3.043632	0.307254	0.692746	0.4913231
306	-267.6997	-357.9307	90.23104	1.510227	4.252876	0.368308	0.631692	0.3230387
312	-265.3293	-356.0627	90.73341	1.111044	3.414247	0.496149	0.503851	0.9653512
318	-263.0651	-354.3229	91.25775	1.082868	2.640075	0.279875	0.720125	0.7646417
324	-264.8032	-354.8422	90.03893	0.7496657	5.786554	0.314475	0.685525	1.267114
330	-267.5887	-357.8173	90.22856	0.8076476	4.018132	0.200134	0.799866	1.472503
336	-271.4551	-360.919	89.46387	0.7477344	7.148821	0.714282	0.285718	1.477534
342	-266.7924	-356.3321	89.53973	0.6938703	8.611207	0.360532	0.639468	1.236516
348	-269.0493	-358.6639	89.61457	1.012881	5.443053	0.555643	0.444357	1.46354
354	-256.987	-347.8788	90.89178	1.020407	3.556392	0.199611	0.800389	0.8279569
360	-259.0654	-348.6969	89.63151	1.18188	8.518249	0.553971	0.446029	0.5488513
366	-261.3952	-352.0322	90.63707	1.088992	4.34307	0.553971	0.446029	0.7102266
372	-260.4809	-350.8137	90.33282	1.071903	3.869247	0.637021	0.362979	1.219221
378	-256.2406	-346.4801	90.23957	0.5850742	5.549297	0.517199	0.482801	1.28682
384	-264.4144	-354.3701	89.95571	0.9626251	6.965137	0.720778	0.279222	0.8901991
390	-263.9189	-353.7394	89.82049	0.8350744	5.153855	0.554487	0.445513	1.500688
396	-272.6365	-362.424	89.78753	0.8680351	5.153855	0.290992	0.709008	1.500688
402	-275.3142	-366.2782	90.96398	1.704179	2.164145	0.369719	0.630281	0.6039641
408	-267.6983	-357.577	89.87878	1.272757	6.690189	0.469251	0.530749	0.6326239
414	-261.87	-351.3575	89.48746	0.80434	6.690189	0.469251	0.530749	1.491231
420	-265.1525	-355.9227	90.77016	1.152419	3.738514	0.556835	0.443165	0.7195484
426	-267.8381	-359.0824	91.24435	0.9921523	2.236102	0.205196	0.794804	1.099986
432	-258.3735	-348.0916	89.71808	1.04285	7.193074	0.436954	0.563046	1.006144
438	-254.8019	-344.9968	90.19498	0.9546155	5.974826	0.468423	0.531577	0.8828386
